AM,AC,SEP,RC,CL,TeachingScore,PerformanceGrade,PG_L,PG_R
57.5268509515052,84.0790044979454,84.835041027839,100,65,66.1516216846398,89,83,95
79.3727699530711,34.1275140046532,80.4944252497646,100,40,64.4082886512483,75,67,83
57.6564806728424,90.7673688786741,74.4098581345399,55,55,62.8785624479717,75.2488560583596,69.7716948245903,80.7260172921289
74.070140154536,68.2551082866765,74.0693337680584,40,55,67.173095996644,64.6385858498926,55.589030615812,73.6881410839732
79.1253246516474,91.8267288552547,71.0418048398474,75,25,61.5921450703788,88.3440723172612,84.004517373543,92.6836272609794
60.4499538497465,62.1232638304987,70.3281856446801,40,50,61.9759104301953,61.9149364706395,53.7235676003067,70.1063053409723
81.4091055370306,68.1538374403838,71.5616814361643,70,50,66.6209257068688,82.0378257093411,74.3728544404504,89.7027969782318
59.45662378542,65.9704543780187,82.0148781909704,95,20,55.557722354147,89,83,95
67.6450893206027,78.2887296913369,77.5490635201218,100,50,65.2806396003229,89,83,95
86.5861127813136,32.0108762835506,81.5152269660707,50,30,64.2960955058975,58.2144616764976,50.2120880692748,66.2168352837204
68.2732790058343,35.0573944077053,77.6446025200839,80,50,65.4754518815037,75.9979752465371,68.9959504930742,83
61.1389818287732,46.6426974056468,78.5839022378459,85,60,64.971496129289,80.0074384422803,75.1411332072826,84.873743677278
76.4916194108419,44.55138618534,83.6413364912742,20,30,63.4841510922163,49.699705904256,46.7814456475522,52.6179661609598
84.2351148145047,90.973517816604,79.3300024118998,10,80,80.2305112502398,66.9868714675066,66.9737429350131,67
49.6063069540543,51.008012038533,84.5104814374751,20,55,63.0737627251046,52.8041640589957,50,55.6083281179914
80.4120169930233,93.3256033486608,67.3558942671713,90,35,61.4747751008644,92.3658745582691,89.7317491165383,95
46.5780462961952,51.8444465220562,74.6024857725873,65,70,64.6465013623269,72.9782912431833,66.0574693928127,79.8991130935538
61.7254202653984,34.5374467556632,75.7659032875878,100,75,69.5565308934172,75,67,83
76.3053471388635,81.5455879153327,79.4631560086543,95,65,72.5985677364536,89,83,95
77.340043189494,68.601639793998,87.6622112187367,100,85,82.0237236423496,89,83,95
78.5613401922188,64.9336820042675,77.4699824482317,40,30,62.9135025737263,62.7893942048206,55.2222627045887,70.3565257050526
80.7276506990188,65.9689029674446,82.2094231258791,90,60,71.952941558373,87.4846417649214,83.2058591975829,91.76342433226
100,80.9795863504917,72.3114377728372,20,75,79.1598243040116,63.4982249631121,56.7096821386136,70.2867677876107
75.9511824396031,51.3938423102333,80.8454764292296,70,40,64.162769728295,74.2242594923108,66.9646249883758,81.4838939962457
72.083287474659,96.9780324913235,80.9142799071027,80,50,66.6689967669543,89,83,95
87.1113294736193,94.030140153546,68.2914495168852,55,40,63.8476146628608,75,67,83
65.2295863041801,69.2130989148936,69.5286288844009,100,30,55.3062142950384,89,83,95
71.3081974737208,48.4827227853096,77.5493225585156,40,35,62.4319500712618,60.4354204755671,52.5203213968478,68.3505195542863
61.0442714885087,72.5179998749735,69.4544165141368,100,20,49.9207517517156,89,83,95
61.1813371277547,41.0243773870645,82.1114821648149,95,65,66.9058796648972,81,67,95
84.7248027935841,46.0140975468804,81.5529642075726,75,85,81.9039876580952,80.3834928373388,71.368639550032,89.3983461246456
89.2569263118796,42.8541462205023,72.3262674560397,100,35,64.5694305686927,81,67,95
86.1385379303999,63.5870600898101,84.9925170350136,65,60,74.6871759778347,80.0569518390134,71.8548361125215,88.2590675655053
73.3150004556628,100,71.339605465364,100,30,60.2726394807524,89,83,95
49.6191244430459,77.670674462266,74.0589313761368,95,40,54.3340594808363,89,83,95
60.1457095364428,87.3068976711387,94.2367973467684,55,30,60.6232699743721,74.9893215403678,68.517622863603,81.4610202171326
66.8995199137482,59.7281098262711,74.6919441926482,60,65,68.0286799396191,76.2913291784938,68.6909050099212,83.8917533470663
76.1062069455857,52.6863078355968,89.2638416722936,50,60,72.1322762665148,70.6554828193547,61.1472254530678,80.1637401856416
81.193651333528,54.3037986521875,69.6027116914978,100,45,64.7424002867647,89,83,95
88.0045036727102,95.2133057131467,75.5061772251338,30,35,64.4086793966203,66.5,50,83
63.1716164849269,35.2421789587581,86.4030994676617,40,45,63.7388059419146,56.8652188515993,47.9301025651198,65.8003351380787
96.415832845053,87.9402829022374,82.3441408646173,75,65,77.474219323486,88.8500215977815,83.5390049027555,94.1610382928075
88.0626096102827,70.3355512673108,78.3935209079168,50,50,68.3435240682304,72.1638036627101,63.9024029751988,80.4252043502215
77.3282476067421,63.8031382735949,84.8225765178899,25,20,63.3007163004773,55.9066655915259,50,61.8133311830519
81.6367448853998,77.2625706661268,74.7146942034602,95,30,62.9716205808278,89,83,95
73.5899055211766,64.0765351068487,79.757528397166,100,30,62.5384067123315,89,83,95
62.4924458140313,90.6491112640462,78.4931032838482,100,55,64.6425559840616,89,83,95
71.0681062277243,99.2117193690774,79.8741266928317,50,40,63.6748496825388,66.5,50,83
81.2989742413955,59.2935350250858,70.6311910000064,85,10,61.1814111210526,80.1565285662004,73.7897264792368,86.5233306531641
56.5514452552897,34.2086780569679,79.8998111589378,85,65,65.6752391330161,77.0350720425903,71.0701440851805,83
66.5069062964019,69.2915009130059,88.3391899709041,95,50,65.9251089761897,89,83,95
64.7979076226338,86.3371096201378,83.6723533557552,40,65,68.2730499558164,68.6451225563467,60.7303014871711,76.5599436255222
58.3125594270703,49.481998788772,79.0480634124929,30,30,56.1060578311065,54.1029384307139,43.891909519488,64.3139673419399
100,72.2864784906773,78.8070268777943,100,30,65,89,83,95
80.7740589753133,76.9567657896815,84.360486658854,10,45,66.4043342652026,59.5142690613007,53.4051695757448,65.6233685468566
74.683586202547,75.0103773536863,86.230883116635,65,35,64.071592371918,80.1864943689608,72.0458987010025,88.3270900369191
50.1006957998116,34.1492514818799,82.2547167224184,30,30,53.2879331962514,43.3734377750881,27.3021618148559,59.4447137353203
74.4522511358584,76.8647068368129,78.1983901541241,100,40,63.7979658786001,89,83,95
73.9867394771388,93.2144332424725,81.5465991290608,60,30,62.868422979222,78.8985369876662,73.612830052877,84.1842439224555
60.5422850713596,42.2387366766188,82.791381608693,100,30,58.1173506642861,75,67,83
71.3988114089568,51.135663405491,79.5997407358986,75,60,68.4641988506344,76.6137687879102,68.3488062453165,84.8787313305039
73.2199250504058,94.4632391669062,81.5395415383451,100,45,65.4306554253017,89,83,95
84.6998544668229,47.2913646376838,88.2502735387457,50,40,65.1888139360085,66.039421746787,57.5722952205406,74.5065482730335
84.8999000901127,74.3674268077241,79.0754310213453,100,50,68.0791668906516,89,83,95
59.7454427554177,64.5589642454246,75.9916009629774,60,65,65.810487791039,76.9935575961395,70.2994580123604,83.6876571799187
73.5889355870197,57.4264702909636,81.6958122341294,95,60,69.434046816034,89,83,95
85.1210804460856,85.3815113474699,88.7872925116259,100,40,65.2376106960129,89,83,95
75.1450954883197,61.2749665040922,80.6561022077749,100,45,65.5789391747076,89,83,95
92.2260697268332,65.9963667130239,81.8385550824956,65,10,65,79.3364335676306,73.3208861303694,85.3519810048918
83.9805127789616,54.6499895499266,63.549771303747,85,45,63.4220746106903,80.5970116149465,74.2613754220702,86.9326478078228
57.3389609423208,67.7850181806317,77.9975853742612,75,80,69.6231141407142,84.3230277849379,76.201882664841,92.4441729050348
39.4309305478868,40.5758278926182,76.7762883024298,95,10,45.1353619049482,75,67,83
86.7963494102235,59.7233201305129,87.0842301392696,65,10,64.6047517791832,77.6365394501227,70.6020082242089,84.6710706760365
41.1812198514228,90.6796440695201,86.4222094165008,100,40,54.3952324284909,89,83,95
79.590795861724,42.3806753997435,74.2830798243196,85,30,62.6108960068432,78.2537827848899,72.7786954022991,83.7288701674808
100,67.104895163817,76.7963589197661,85,40,65.3475851351517,84.8411424904423,79.5451449496433,90.1371400312413
79.2342664516256,53.1448682342427,84.8751129476414,100,55,70.0627547367038,89,83,95
69.4079473948701,83.7838942377204,87.6133510225263,95,45,65.3588122451681,89,83,95
78.5874586540786,44.9055101395008,85.0005121567749,50,60,72.0889234550014,67.5454797505636,57.8650849456745,77.2258745554528
72.2585887735358,85.1751317840284,73.3670678821138,85,45,64.5205654840345,90.4644052640066,85.9288105280133,95
78.0427902430765,63.0156229818377,79.4147796729182,20,55,68.8805069452603,55.2070713852875,50,60.414142770575
98.4276420849116,39.2097509440329,77.2974837229671,100,75,80.7179636634272,89,83,95
67.4026696528231,40.4129364812693,84.4760842758039,100,40,63.1444878535776,81,67,95
100,48.5435411418243,75.2364991200281,100,65,75.092382468761,89,83,95
87.2978409797213,66.1452198132685,82.5507533057387,100,40,65.0465992060451,89,83,95
64.5286273467531,52.9120702347105,75.8071611322828,25,50,64.1707376419016,55.9026745335838,50,61.8053490671677
61.7296708932445,76.6111909663205,72.4418995345793,80,55,63.7504603195692,87.291187131526,80.2130723105808,94.3693019524712
59.1025580594017,60.9788090224791,79.9647436848711,70,55,63.7454702406361,78.9810282290024,71.1018450177802,86.8602114402247
67.3410318905482,47.9584889811781,85.4161487800689,75,25,61.5689263785445,75.1481247380645,68.1094329873569,82.186816488772
81.9150035578218,78.0776965347171,69.7974704709075,100,75,74.9136465006413,89,83,95
51.5550669041213,74.1274910576949,79.4795044974573,30,20,50.1552021386552,57.8760891091336,50,65.7521782182672
67.7183650852923,47.7715939435004,82.9651586908982,30,55,66.532112736851,55.5963332671392,47.4781277414044,63.714538792874
94.4321424584724,47.2628564708621,83.9329780658885,60,20,65,69.1223236974406,60.9391932659271,77.3054541289542
56.888744084967,32.9044456081467,84.3162272653374,95,50,63.3727015307511,75,67,83
85.5500764438061,77.2322599361033,72.8507541576146,60,45,65.7330441740273,77.5472055975194,69.5296136748352,85.5647975202035
64.9965074517538,75.4630061176749,79.6361970804427,80,60,66.3025291371789,87.7199688955738,81.2591166664332,94.1808211247145
53.2029518149328,62.8551038512403,80.5988298752134,90,25,53.0735198058921,83.2141930200399,80.6943387855557,85.7340472545241
82.554697855193,91.54259479028,84.4311647435964,70,0,63.5319174030804,85.3851309955271,81.2942135598857,89.4760484311685
85.4673233674712,82.7030657463661,83.6645481198756,95,65,77.0072042364741,89,83,95
81.2186820524988,73.0787463611767,81.9643770252277,80,40,64.6069028219623,85.6247910838735,77.9092688024384,93.3403133653085
84.8335634372846,89.1380640511736,80.9041146198719,60,50,68.2177187048764,78.9297348437953,73.1382320296699,84.7212376579208
100,46.0478006141049,79.9745218341523,60,55,71.446314829731,71.2755391492913,62.6107812397639,79.9402970588187
64.376666506455,57.0921121516331,91.5585243335599,70,20,62.440457770521,75.9578935896663,68.960308362219,82.9554788171135
61.3771918804577,34.4204940721955,76.1137398983526,40,45,61.4768392747138,53.9011437157184,42.2900794902718,65.512207941165
87.478665955292,50.3925082164535,72.3289918905006,95,65,72.1507862264368,89,83,95
90.4087190707655,66.329004860922,78.9232893220997,85,95,84.7832599409349,90.4532202680737,85.9064405361474,95
100,75.49782800189,83.6334169337397,100,65,77.8852288809567,89,83,95
72.8122384873443,31.9867604406321,80.3826849106015,75,20,61.5630105203839,74.8181623196766,67.422996086665,82.2133285526884
70.7629987657144,49.1196126858555,85.1971520302731,45,55,67.6417040349689,64.6151497610144,56.1926323186533,73.0376672033754
88.9401746852126,63.1604959183246,84.7803126358927,40,50,69.0458383887921,63.6525104200757,54.8376424157589,72.4673784243925
63.6991030651125,77.5901184092952,89.0732863354819,100,40,63.2210032962866,89,83,95
96.266009248257,59.3254418034918,82.9009109419857,100,70,80.7720855775375,89,83,95
86.6245556663925,65.4885647079816,78.8138792941448,100,75,79.6410887247734,89,83,95
70.9991389628909,30.2593178467605,75.6942222886021,100,55,66.885312424293,75,67,83
90.1067593412552,45.8565164291923,71.6734527862762,60,55,68.4658106276944,69.8507965604951,61.3001741084107,78.4014190125794
83.1979663038619,94.2282449332296,77.42594241858,95,45,66.0303444173861,89,83,95
59.1959728423889,100,67.179738495379,100,45,58.1693409948574,89,83,95
94.2847856844074,82.1591981406714,79.9469601615372,95,35,65,89,83,95
75.2419258278484,89.7400139821526,77.9624140177163,100,20,61.3029234991419,89,83,95
88.197394393684,62.9887515171127,89.9800416563172,60,35,64.9505782823733,76.6803487990858,69.7815911139275,83.5791064842442
68.5750932270332,65.9833224926822,75.2631422271619,90,55,66.0935178268751,85.7595971416996,82.4702305963915,89.0489636870077
84.0235470427236,64.4350311064396,72.3794279648545,100,20,62.5030000962346,89,83,95
73.0019586066691,75.658446300031,80.8219248807122,40,75,75.9858875622115,68.8870934606366,56.5383083564965,81.2358785647767
32.529148059604,52.9707611176306,64.8018915609784,80,50,48.6871089915667,75.9998557393755,68.999711478751,83
100,49.1235429884457,70.8868474776492,75,75,78.6792796735308,80.818337498258,69.8844675793069,91.7522074172092
59.2220472771926,58.2908310741166,82.5315503904873,80,55,64.0066333577844,80.1487312907498,71.2655116987192,89.0319508827805
59.5126194137766,87.373124503456,84.7169635625048,85,35,59.3954040549909,90.0179282615917,85.0358565231835,95
100,41.2781962246305,84.5370223458728,100,85,83.8727977620545,89,83,95
95.3895445051053,71.3746700501934,89.6059452753443,100,65,80.4354894136494,89,83,95
78.3676435978097,83.3971536132509,80.1999808668385,100,65,73.5887851247371,89,83,95
77.8208376203074,32.6890185439537,94.4588918369122,75,30,65,74.8476584626125,67.6371557077528,82.0581612174722
73.8595317033584,71.2204093121302,84.8950953891318,100,10,62.8581972271506,89,83,95
64.3019978865298,62.5845129381056,73.823513339857,100,25,55.5836570058746,89,83,95
66.613454537685,100,81.1309866527953,50,45,63.8747172550338,66.5,50,83
80.3162355563813,50.6533368280298,75.8722575368693,40,65,72.5862955247342,61.9893143978838,52.4795137936999,71.4991150020678
96.1307219845523,79.1630199723258,76.3122694038277,95,20,65,89,83,95
93.48920621248,100,84.6409482662071,100,75,82.9150686888771,95,95,95
81.9849738505221,88.4868526389948,90.9527633070945,60,65,78.8026901997807,79.3505189920555,72.3999625600448,86.3010754240661
42.1266588337217,67.9934601907277,79.1187169665556,100,40,52.7278717394355,89,83,95
74.4838454833082,64.876974500244,94.7366389973048,50,45,66.8145131425752,70.6477848550148,63.3412670228022,77.9543026872274
26.4975613716168,75.5938777095603,87.6130325809117,95,75,64.0407058346759,89,83,95
75.9166266588758,99.9166652374509,88.6406654304368,100,25,64.3190797927486,89,83,95
71.4951056331779,70.8564575017565,75.6936020064473,80,75,73.9825416472386,88.7755864503785,83.1795625384849,94.3716103622721
93.815170089629,50.0969450301752,78.5560507097542,40,30,65,61.0110909899755,53.2455375551528,68.7766444247982
66.3768690395577,100,65.2366356406846,30,75,67.9836367090398,66.5,50,83
40.78183662494,84.7934950271361,86.9145734311623,100,75,64.9271236694237,89,83,95
54.7088052538083,77.1240752707287,81.1913819506935,65,30,55.1274985279326,78.283378396147,69.2383839375825,87.3283728547116
92.8254194562341,33.9211858866723,91.9699641510585,40,75,85,60.8158697464246,52.2003072038254,69.4314322890239
83.3919586609427,79.2063524587119,82.4567557200634,70,45,66.4328511635116,83.668160441387,74.8921447124038,92.4441761703703
47.8112174303383,57.1627021250933,75.8297935033633,40,30,50.9050073919504,59.0050561651384,51.2048929650612,66.8052193652156
57.3520551686228,75.1262171401595,90.3587381839542,75,40,62.1616850336724,83.6984137107802,74.2437190600994,93.1531083614611
81.2873855392647,44.8575882580678,64.9792444717906,100,60,66.4068999693519,81,67,95
57.5565628224243,70.7454932411108,72.491323512932,100,35,55.0450588656606,89,83,95
98.9092128199778,99.4487898230248,75.4987042233607,100,55,70.1558450698002,89,83,95
80.4610193762439,100,79.788059884915,100,30,63.4399405592314,89,83,95
55.3750273027505,51.3930975134557,76.4292983081488,30,30,54.0410583016169,57.3622205342231,50,64.7244410684462
61.723749332044,95.1805816244178,78.1665616636149,100,70,68.545324343253,89,83,95
99.5424122131497,73.3290978295981,73.8885287712521,100,75,79.6526652410163,89,83,95
66.128670767112,68.1333584204515,76.0389586387114,100,75,71.632884150265,89,83,95
65.5827311213577,72.4645574254417,84.7115122732942,50,55,66.0436186443065,72.1516252744905,64.0969888416264,80.2062617073547
85.074217514885,92.4757353698283,87.0496052220937,80,45,66.8530307476294,90.5852285646138,86.1704571292277,95
100,57.0867163945197,82.6636828677913,90,55,72.0580802391101,86.6882140799232,82.1993713216494,91.177056838197
99.8246455924042,46.7823269469169,82.19364527862,100,40,65.4339320306544,81,67,95
84.72971021795,74.6165972935389,81.2643055391993,60,25,63.9041886670704,77.2432145604,69.482909474538,85.003519646262
67.8111836783039,95.9267500404662,80.0444114502147,60,55,66.3556612509377,81,67,95
56.1538041007146,90.2949714469828,81.3686875774466,100,65,65.7339874566885,89,83,95
86.0362833947582,79.5936394553346,88.4135140739943,100,65,79.2121650885609,89,83,95
78.3781233812119,58.8654113167323,77.5407195784563,60,75,76.9352193677274,76.9013904767565,68.3002240850452,85.5025568684678
72.5081774267656,81.8753260251345,78.7400444061555,90,65,70.9971611804963,91.0406165789044,87.0812331578088,95
90.1869365061671,47.0272422691829,83.4458898552271,75,25,64.8654094816008,75.3642599077143,68.6769037326813,82.0516160827474
58.3457039436849,68.2293802360479,82.1555526427341,30,45,61.5997879317485,57.640740956845,50,65.28148191369
74.7558448516611,40.3712129412385,88.1780131428726,30,75,78.6248224679972,57.7628906082654,50,65.5257812165309
54.8529593150075,52.5353180350772,65.7961090873815,65,60,61.0849774928564,72.7217448690584,65.0502972527421,80.3931924853746
73.4328783525916,55.7102402016898,77.2018907290661,100,30,61.9096229029668,89,83,95
48.2818146382436,58.1362914185394,85.6835884046454,35,75,66.9488811583424,58.7443489906046,51.2014568312381,66.2872411499711
51.2882224427172,75.4308976644511,81.4727600796325,100,50,62.1958336987934,89,83,95
49.487738461728,57.7579680492594,79.2206137824654,100,30,52.5383498480115,83,83,83
84.0261804391134,61.4908704066612,84.4512335394764,60,30,64.2316873338532,76.2885663131224,69.0495975783609,83.5275350478838
88.8635004800775,48.017458475805,82.320068639618,65,55,71.678326819679,73.5857572459972,66.3562538241051,80.8152606678893
77.6850263529934,57.6932182505828,76.9450604124682,45,45,65.5185199327438,65.3594029326855,56.6380311350231,74.0807747303478
93.96268908082,60.9077208099052,78.9680462645572,100,30,65,89,83,95
69.3633063043369,36.0553145179766,80.2048132840136,100,20,60.3737524425615,75,67,83
70.4150168963169,68.8748918836341,87.6751827682215,70,85,80.768733464051,84.6628128164746,76.6202801483304,92.7053454846187
92.5819558311535,77.10652785654,75.6077417544684,95,30,65,89,83,95
63.1602702506006,74.8178424479703,71.1270740052228,60,20,51.6699528263192,74.95363817666,67.559204982853,82.3480713704671
100,62.7481253853687,82.9402392473852,30,75,82.1276445213939,62.5624342699567,52.8588584369691,72.2660101029443
28.9294884262057,57.25478219949,86.7587865623114,60,45,50.923274829347,67.6181911301624,56.0724204235173,79.1639618368074
98.0983908172386,100,76.8779365378776,100,40,65.3491784480054,89,83,95
58.1153196802141,66.7537862706919,73.5817141353363,100,25,52.5963202486441,89,83,95
81.6573136329296,62.8435949118937,73.8226098240895,80,30,62.8664922889047,81.3975629336808,72.9902372024246,89.804888664937
77.1882071880594,23.2518425590328,78.8792459722464,80,45,65.6816301807123,76.6533559352762,70.3067118705525,83
100,60.0303267977199,82.6313303304891,40,50,69.8468962979881,62.6950368875611,53.3671343749499,72.0229394001723
60.8900023429474,60.7260742410031,77.8681638930692,95,60,64.8196815649307,89,83,95
78.0877317042834,58.593046650528,79.8011521431183,85,45,65.8514157753768,82.2162068292362,75.7704568598819,88.6619567985905
84.6831365574234,68.4911263129339,87.864184981927,70,45,66.8931728843057,82.220448205907,74.4566161911662,89.9842802206478
75.6428434978507,67.0182544580609,85.74057428188,70,40,64.5981767297533,81.123121186065,73.8534282896763,88.3928140824538
79.0179847366596,70.8451987011622,82.6063850884239,40,30,63.6122282632552,64.2197220133983,54.6986812578621,73.7407627689344
81.9475270237953,82.2133918836865,85.4186664782505,100,65,76.3684994522382,89,83,95
70.016583009361,90.3607826353033,82.9914309714082,100,65,70.4226130283541,89,83,95
82.3135344343449,82.0464905565301,87.251455002215,35,0,64.0440794957456,64.174984264162,54.203442129439,74.146526398885
78.3915104582434,93.7205633417592,88.4316037564027,100,55,70.6080298373512,89,83,95
99.0470052675903,22.1526974880874,84.0355020557321,70,30,65,71.0564236973808,65.1191900501299,76.9936573446316
39.6869658043262,47.7062635971391,85.4413632680324,95,65,62.5956912119528,81,67,95
55.9824282752133,15.8826852551406,81.5696534451351,65,20,53.1754290139368,65.2891076851512,59.2391304347826,71.3390849355198
83.3357247872203,68.9788667911864,87.3078876985557,90,40,65.0753214966463,86.2663919206903,82.5101368439244,90.0226469974561
90.8553870051606,100,92.2866988353584,100,60,80.0109963725602,95,95,95
73.9588892959056,46.3001207905079,93.3874826128428,85,50,67.8502137246887,80.4187806138024,74.9327017653797,85.904859462225
79.5145599796045,87.7882398809558,81.3427353458001,75,50,67.7659938687185,88.5130109396983,83.676288920867,93.3497329585296
68.7459962287161,47.4958806697831,74.2797520565597,80,60,66.8359065275463,79.145498061488,71.1960206060197,87.0949755169564
58.0932859027831,91.0933345386536,77.4920343142828,85,50,62.5359224241837,91.3383626535507,87.6767253071015,95
73.5324690930911,59.1421187582273,79.4594163475839,95,50,66.7925380914936,89,83,95
70.3440955249763,50.2093561604717,76.3237892445371,100,45,64.4858905352106,81,67,95
77.8432435490067,64.0087766465661,74.6805625109707,20,10,60.9391667607704,53.7422445033923,50,57.4844890067845
58.527049585309,49.6648724837018,84.4935478143328,40,75,69.7687692773586,61.4761529447432,52.8516405264726,70.1006653630139
90.9154312166039,49.0460620104051,82.6326016168281,100,50,69.1482222664433,81,67,95
96.3146743979267,44.5243041581061,79.0066525656955,100,20,65,81,67,95
78.0284460656887,84.3557645076566,85.3704612527232,50,45,66.2875359587055,72.6937696429543,65.6989518003778,79.6885874855307
76.2502859469915,67.6333304626049,89.1344814461869,100,45,66.4813351106487,89,83,95
67.0703078857006,59.5245560270462,81.7303131297233,35,20,59.776374560943,58.5578530245555,50.7849981796677,66.3307078694433
91.2338229295071,73.6226719820168,76.7858280323304,70,50,68.4351922892192,83.8300456043341,75.4705395771496,92.1895516315185
81.3187198034923,76.8247266168837,74.6704215025778,50,65,72.2629009441578,73.4706555594974,65.019701920137,81.9216091988578
66.3543314155237,36.3698206511596,73.6958010631293,80,45,62.8465887783543,75.8666420689563,68.7332841379125,83
83.4786757593694,57.3112525975487,88.5041001280773,100,75,81.5293172849219,89,83,95
100,41.160089246563,71.806348623635,45,20,65,62.0489913101737,54.6337213026352,69.4642613177123
93.8161670268023,54.4841499015414,77.8127971148988,80,40,65.3319713397003,80.0679551482179,71.207650782398,88.9282595140377
86.3835814434413,82.0393301978913,69.2397667099633,95,25,62.6477953174216,89,83,95
83.8835074953467,37.5295642955843,77.2919021925667,100,45,66.0725202857574,75,67,83
73.2506978666023,65.9767895579483,78.0232126279462,75,95,80.5013882854015,87.460336153397,81.0414994749573,93.8791728318367
100,74.8926472134848,71.1970559112223,85,65,73.5144749653212,89.1191728841449,83.7370219941684,94.5013237741215
92.91813322705,31.2687246929298,82.3776953654131,90,45,67.0988787817606,79.1237440626423,75.2474881252846,83
62.3428371237903,67.6129185506163,77.6542708642289,100,20,55.4025700526025,89,83,95
55.2818448835375,39.7840328829938,89.71182921307,45,40,61.4833944938896,60.4544108177834,52.3567435204647,68.5520781151021
67.2043165611078,91.0679358422241,81.2466306797425,95,85,76.9857834669674,95,95,95
88.9894680343719,64.5225301128949,84.5613205506398,45,30,64.7441091837571,66.6417242389793,59.921548570266,73.3618999076925
100,91.9303493989885,69.8073899751582,40,60,69.8233435444984,71.1603719418988,65.7876475703141,76.5330963134835
80.7204570783076,67.6532290078419,76.3086676160337,100,60,70.2284895690624,89,83,95
70.1609101661403,36.0870238352037,79.2209003456238,100,0,59.8423744814028,75,67,83
100,69.2255273384194,79.0322994763539,40,60,73.4453935817992,66.4287375790473,54.9890451892908,77.8684299688038
92.0348624206529,84.9500119948393,87.9373235045279,40,85,84.5607765172331,76.0020327895187,69.0040655790374,83
81.5638717431969,91.1667171290855,75.4640081131418,100,60,70.0817679522301,89,83,95
74.5023060398294,41.6683344457491,89.0809245168504,100,55,69.3455853163169,81,67,95
72.81719222662,44.1868935485558,83.3030967188235,10,60,69.367052296357,50.9458471974398,48.9712666686608,52.9204277262188
72.4500047733899,69.1953419664134,84.1089558680573,65,30,63.1706690986158,79.3010352650695,72.1349355019142,86.4671350282248
65.8466793422372,60.3721879291173,73.2629630748756,60,75,70.6534146472335,76.6255130859513,68.8264115317985,84.424614640104
95.8201642557055,99.3949866437472,80.0305506743661,40,65,76.8224715951946,75,67,83
89.9899027103183,98.3363216535563,88.6567644791856,75,50,69.5493830656593,89,83,95
77.8074660603115,55.3926144636123,75.8510014684358,95,85,78.9816824580134,89,83,95
90.9075553207102,53.3071799180556,71.6368243552676,100,40,65.1989297907295,89,83,95
100,78.4333316835234,81.2833461943859,100,65,77.1627910778693,89,83,95
88.9233288052385,47.0826132161831,82.6030257619212,40,0,64.4436925211987,60.6925429400212,53.271323267257,68.1137626127855
66.8056318705946,94.8210254383702,88.9909628304058,85,10,62.396195574633,89,83,95
73.4995698091771,59.3443892178132,78.6083327640499,10,55,67.7613423374966,54.1793929866373,50,58.3587859732745
62.7228587683388,79.6700172318744,86.6455851965916,50,75,72.3424443342723,74.0913353838137,66.1561361852266,82.0265345824009
90.6291879655521,31.4532091844609,75.8540771096877,60,70,77.9854342839076,67.6656199571613,54.3497367440316,80.9815031702909
78.2466081466536,69.4185826525676,81.2386636187006,70,85,80.4578981229033,84.7684207393706,76.6250807910839,92.9117606876572
55.3725842617106,62.2839833130865,69.9812747310099,100,40,55.1540683315523,89,83,95
85.531508520866,68.1212832861675,83.0400951226558,70,65,76.8012948789244,83.9215558991168,75.2485457826226,92.594566015611
77.0717925897254,50.7438121399124,74.6617213407569,70,30,62.1070954300417,73.5633509336509,65.7846836928741,81.3420181744276
70.179337114943,87.5581759389568,83.309832079337,100,45,65.0992679687084,89,83,95
69.9277300702526,86.6928490336028,74.5464419640531,75,50,65.6696997195639,88.2902626667876,83.4953869808158,93.0851383527595
82.9027090712757,46.8284711633869,79.6310249373727,40,30,63.6964087201375,60.5345423120086,53.0105639973506,68.0585206266666
75.9106988750784,49.5788971744188,76.5082607038585,80,45,65.2695612438505,79.1789560401752,71.0585650317752,87.2993470485752
93.360046575886,41.9221240005409,69.0919073300813,95,75,77.0457799379463,89,83,95
75.7284067488075,71.009917666678,85.3158909047362,100,35,63.9938546230415,89,83,95
98.2465731740002,69.3321356889308,74.8768949970494,100,70,78.0769121082224,89,83,95
79.6382962284642,68.3466000456464,74.3176172880405,100,55,68.0604539671846,89,83,95
76.3262164998617,53.0883932900473,85.6546603570042,95,55,69.3589769778451,89,83,95
99.1188686815912,57.2479349051634,69.5445534923446,70,85,81.2057305481,81.6991784500378,71.6618458197105,91.736511080365
70.0699622353068,67.3312868435982,74.9672851955961,90,65,69.2480343438086,86.8434893397794,82.5941312284013,91.0928474511575
58.513516729702,64.887063832745,78.3844605940044,80,30,55.9282568189966,80.1389926141312,71.348481626499,88.9295036017633
55.193396254874,87.3871798904666,67.9733794841624,65,65,63.590617474111,81.5748882237865,76.0577614117564,87.0920150358166
91.178410020118,40.1340835302558,82.2420146106414,50,35,65,63.3613273617654,54.4604525954386,72.2622021280921
81.466545710277,79.5973817528966,81.3817193459697,30,60,71.9279651800539,66.0477746477822,52.7888018195265,79.306747476038
88.3328663828984,59.4841673290022,76.4381767357866,40,55,69.8924594873446,62.4596906427939,53.1374707779619,71.7819105076258
53.2133318299744,60.8416387137573,76.3790987906007,85,65,64.9550956195398,82.7912633300951,77.0666801812078,88.5158464789825
55.8661360323877,82.1579202898142,80.5879141022646,100,55,63.4434277538979,89,83,95
